time; F_set; F_input; F_error; F_output +; F_output -; T_set; T_input; T_error; T_output +; T_output -; S_set; S_input; S_error; S_output +; S_output -; F_kp+; F_kp-; F_ki+; F_ki-; F_kd+; F_kd-; T_kp+; T_kp-; T_ki+; T_ki-; T_kd+; T_kd-; S_kp+; S_kp-; S_ki+; S_ki-; S_kd+; S_kd-
23.14; 0.14292; 0.15449; -0.01158; 0; 0.07427; 0.00061; 0.00417; -0.00356; 0; 0.0085; 0.00572; -0.00306; 0.00878; 0.02539; 0; -0.01574; 0.01647; 0; 0.0578; 0; 0; -0.00774; 0.00774; 0; 0.00077; 0; 0; 0.01909; -0.01909; 0.0063; 0; 0; 0; 
23.18; 0.14261; 0.15449; -0.01188; 0; 0.07478; 0.00049; 0.00417; -0.00367; 0; 0.0088; 0.00579; -0.00306; 0.00885; 0.02567; 0; -0.01616; 0.01691; 0; 0.05787; 0; 0; -0.00799; 0.00799; 0; 0.00081; 0; 0; 0.01925; -0.01925; 0.00642; 0; 0; 0; 
23.22; 0.1423; 0.15449; -0.01219; 0; 0.07528; 0.00038; 0.00417; -0.00379; 0; 0.0091; 0.00586; -0.00306; 0.00893; 0.02594; 0; -0.01657; 0.01734; 0; 0.05794; 0; 0; -0.00824; 0.00824; 0; 0.00086; 0; 0; 0.01941; -0.01941; 0.00654; 0; 0; 0; 
23.28; 0.14184; 0.15448; -0.01265; 0; 0.07604; 0.0002; 0.00416; -0.00396; 0; 0.00956; 0.00597; -0.00306; 0.00904; 0.02636; 0; -0.0172; 0.018; 0; 0.05804; 0; 0; -0.00862; 0.00861; 0; 0.00094; 0; 0; 0.01965; -0.01964; 0.00671; 0; 0; 0; 
23.32; 0.14153; 0.15448; -0.01295; 0; 0.07655; 8E-05; 0.00416; -0.00408; 0; 0.00986; 0.00605; -0.00306; 0.00911; 0.02664; 0; -0.01762; 0.01843; 0; 0.05812; 0; 0; -0.00887; 0.00887; 0; 0.00099; 0; 0; 0.01981; -0.01981; 0.00683; 0; 0; 0; 
23.36; 0.14122; 0.15448; -0.01326; 0; 0.07706; -4E-05; 0.00416; -0.00419; 0; 0.01017; 0.00612; -0.00306; 0.00919; 0.02692; 0; -0.01803; 0.01887; 0; 0.05819; 0; 0; -0.00912; 0.00912; 0; 0.00105; 0; 0; 0.01997; -0.01997; 0.00695; 0; 0; 0; 
23.4; 0.14091; 0.15448; -0.01357; 0; 0.07757; -0.00016; 0.00416; -0.00431; 0; 0.01048; 0.0062; -0.00306; 0.00926; 0.02721; 0; -0.01845; 0.01931; 0; 0.05827; 0; 0; -0.00937; 0.00937; 0; 0.00111; 0; 0; 0.02014; -0.02013; 0.00708; 0; 0; 0; 
23.46; 0.14045; 0.15447; -0.01403; 0; 0.07835; -0.00033; 0.00415; -0.00448; 0; 0.01094; 0.00631; -0.00306; 0.00938; 0.02765; 0; -0.01907; 0.01996; 0; 0.05839; 0; 0; -0.00975; 0.00974; 0; 0.00119; 0; 0; 0.02039; -0.02039; 0.00726; 0; 0; 0; 
23.5; 0.14014; 0.15447; -0.01433; 0; 0.07886; -0.00045; 0.00415; -0.0046; 0; 0.01125; 0.00639; -0.00306; 0.00946; 0.02794; 0; -0.01949; 0.0204; 0; 0.05847; 0; 0; -0.01; 0.01; 0; 0.00126; 0; 0; 0.02056; -0.02056; 0.00738; 0; 0; 0; 
23.54; 0.13983; 0.15447; -0.01464; 0; 0.07938; -0.00057; 0.00415; -0.00471; 0; 0.01156; 0.00647; -0.00306; 0.00953; 0.02823; 0; -0.01991; 0.02083; 0; 0.05855; 0; 0; -0.01025; 0.01024; 0; 0.00132; 0; 0; 0.02072; -0.02072; 0.00751; 0; 0; 0; 
23.58; 0.13937; 0.15304; -0.01368; 0; 0.07809; -0.00074; 0.00414; -0.00489; 0; 0.012; 0.00659; -0.00306; 0.00965; 0.02862; 0; -0.0186; 0.01946; 0; 0.05863; 0; 0; -0.01063; 0.01062; 0; 0.00138; 0; 0; 0.02098; -0.02098; 0.00764; 0; 0; 0; 
23.64; 0.13906; 0.1502; -0.01113; 0; 0.07456; -0.00087; 0.00414; -0.00501; 0; 0.01236; 0.00666; -0.00306; 0.00973; 0.02897; 0; -0.01514; 0.01584; 0; 0.05872; 0; 0; -0.01089; 0.01089; 0; 0.00148; 0; 0; 0.02115; -0.02114; 0.00783; 0; 0; 0; 
23.68; 0.13877; 0.14733; -0.00856; 0; 0.07096; -0.001; 0.00414; -0.00513; 0; 0.0127; 0.00674; -0.00306; 0.0098; 0.02927; 0; -0.01164; 0.01218; 0; 0.05877; 0; 1E-05; -0.01116; 0.01116; 0; 0.00155; 0; 0; 0.02131; -0.02131; 0.00796; 0; 0; 0; 
23.72; 0.13848; 0.14446; -0.00599; 0; 0.06733; -0.00113; 0.00413; -0.00526; 0; 0.01305; 0.00682; -0.00306; 0.00988; 0.02957; 0; -0.00814; 0.00852; 0; 0.0588; 0; 1E-05; -0.01144; 0.01144; 0; 0.00162; 0; 0; 0.02148; -0.02148; 0.00809; 0; 0; 0; 
23.76; 0.13804; 0.14446; -0.00642; 0; 0.06797; -0.00133; 0.00413; -0.00546; 0; 0.01355; 0.00694; -0.00306; 0.01; 0.02996; 0; -0.00873; 0.00913; 0; 0.05884; 0; 0; -0.01187; 0.01186; 0; 0.00169; 0; 0; 0.02175; -0.02174; 0.00822; 0; 0; 0; 
23.82; 0.13776; 0.14446; -0.0067; 0; 0.06843; -0.00146; 0.00413; -0.00559; 0; 0.01394; 0.00702; -0.00306; 0.01008; 0.03034; 0; -0.00912; 0.00954; 0; 0.05889; 0; 0; -0.01215; 0.01214; 0; 0.0018; 0; 0; 0.02192; -0.02192; 0.00842; 0; 0; 0; 
23.86; 0.13747; 0.14446; -0.00699; 0; 0.06888; -0.0016; 0.00412; -0.00572; 0; 0.0143; 0.0071; -0.00306; 0.01017; 0.03065; 0; -0.00951; 0.00995; 0; 0.05893; 0; 0; -0.01243; 0.01243; 0; 0.00187; 0; 0; 0.0221; -0.0221; 0.00855; 0; 0; 0; 
23.9; 0.13718; 0.14445; -0.00728; 0; 0.06933; -0.00173; 0.00412; -0.00585; 0; 0.01466; 0.00718; -0.00306; 0.01025; 0.03096; 0; -0.00989; 0.01035; 0; 0.05897; 0; 0; -0.01272; 0.01271; 0; 0.00195; 0; 0; 0.02228; -0.02228; 0.00868; 0; 0; 0; 
23.94; 0.13674; 0.14445; -0.00771; 0; 0.06998; -0.00193; 0.00412; -0.00604; 0; 0.01516; 0.00731; -0.00306; 0.01037; 0.03137; 0; -0.01048; 0.01096; 0; 0.05902; 0; 0; -0.01314; 0.01313; 0; 0.00203; 0; 0; 0.02255; -0.02255; 0.00882; 0; 0; 0; 
24; 0.13646; 0.14445; -0.00799; 0; 0.07046; -0.00206; 0.00411; -0.00617; 0; 0.01557; 0.00739; -0.00306; 0.01046; 0.03176; 0; -0.01087; 0.01137; 0; 0.05908; 0; 0; -0.01342; 0.01342; 0; 0.00215; 0; 0; 0.02273; -0.02273; 0.00903; 0; 0; 0; 
24.04; 0.13617; 0.14444; -0.00828; 0; 0.07091; -0.00219; 0.00411; -0.0063; 0; 0.01593; 0.00747; -0.00306; 0.01054; 0.03207; 0; -0.01126; 0.01178; 0; 0.05913; 0; 0; -0.01371; 0.0137; 0; 0.00223; 0; 0; 0.02291; -0.02291; 0.00916; 0; 0; 0; 
24.08; 0.13588; 0.14444; -0.00856; 0; 0.07137; -0.00233; 0.00411; -0.00643; 0; 0.0163; 0.00756; -0.00306; 0.01062; 0.0324; 0; -0.01165; 0.01219; 0; 0.05918; 0; 0; -0.01399; 0.01398; 0; 0.00232; 0; 0; 0.02309; -0.02309; 0.0093; 0; 0; 0; 
24.12; 0.13544; 0.14444; -0.00899; 0; 0.07203; -0.00253; 0.0041; -0.00663; 0; 0.01681; 0.00769; -0.00306; 0.01075; 0.03281; 0; -0.01223; 0.0128; 0; 0.05923; 0; 0; -0.01441; 0.0144; 0; 0.0024; 0; 0; 0.02337; -0.02337; 0.00944; 0; 0; 0; 
24.18; 0.13516; 0.14444; -0.00928; 0; 0.07251; -0.00266; 0.0041; -0.00676; 0; 0.01722; 0.00777; -0.00306; 0.01083; 0.03321; 0; -0.01262; 0.01321; 0; 0.05931; 0; 0; -0.01469; 0.01468; 0; 0.00254; 0; 0; 0.02355; -0.02355; 0.00966; 0; 0; 0; 
24.22; 0.13487; 0.14443; -0.00957; 0; 0.07298; -0.00279; 0.00409; -0.00689; 0; 0.01759; 0.00785; -0.00306; 0.01092; 0.03354; 0; -0.01301; 0.01361; 0; 0.05936; 0; 0; -0.01497; 0.01497; 0; 0.00263; 0; 0; 0.02374; -0.02373; 0.0098; 0; 0; 0; 
24.26; 0.13458; 0.14443; -0.00985; 0; 0.07344; -0.00292; 0.00409; -0.00701; 0; 0.01797; 0.00794; -0.00306; 0.011; 0.03387; 0; -0.0134; 0.01402; 0; 0.05942; 0; 0; -0.01525; 0.01525; 0; 0.00272; 0; 0; 0.02392; -0.02392; 0.00994; 0; 0; 0; 
24.32; 0.13414; 0.14443; -0.01028; 0; 0.07414; -0.00312; 0.00409; -0.00721; 0; 0.01853; 0.00807; -0.00306; 0.01113; 0.03436; 0; -0.01398; 0.01463; 0; 0.0595; 0; 0; -0.01567; 0.01567; 0; 0.00286; 0; 0; 0.0242; -0.0242; 0.01016; 0; 0; 0; 
24.36; 0.13386; 0.14442; -0.01057; 0; 0.0746; -0.00325; 0.00408; -0.00734; 0; 0.0189; 0.00816; -0.00306; 0.01122; 0.0347; 0; -0.01437; 0.01504; 0; 0.05956; 0; 0; -0.01595; 0.01595; 0; 0.00296; 0; 0; 0.02439; -0.02439; 0.01031; 0; 0; 0; 
24.4; 0.13357; 0.14442; -0.01086; 0; 0.07507; -0.00338; 0.00408; -0.00747; 0; 0.01928; 0.00824; -0.00306; 0.0113; 0.03503; 0; -0.01476; 0.01545; 0; 0.05962; 0; 0; -0.01623; 0.01623; 0; 0.00305; 0; 0; 0.02457; -0.02457; 0.01046; 0; 0; 0; 
24.44; 0.13328; 0.25374; -0.12046; 0; 0.2315; -0.00352; 0.07002; -0.07354; 0; 0.16316; 0.00833; -0.01449; 0.02282; 0.06048; 0; -0.16382; 0.17141; 0; 0.0603; -0.00018; -0.00021; -0.1599; 0.15983; 0; 0.00402; -0.00069; -0.00069; 0.0496; -0.0496; 0.01076; 0; 0.00012; 0.00012; 
24.5; 0.13285; 0.14442; -0.01157; 0; 0.07701; -0.00371; 0.00407; -0.00779; 0; 0.02156; 0.00846; -0.00306; 0.01152; 0.03595; 0; -0.01574; 0.01647; 0; 0.0604; 0.00012; 0.00014; -0.01693; 0.01693; 0; 0.00417; 0.00046; 0.00046; 0.02504; -0.02504; 0.01099; 0; -8E-05; -8E-05; 
24.54; 0.13256; 0.14042; -0.00786; 0; 0.07164; -0.00369; -0.00034; -0.00335; 0; 0.01155; 0.00838; -0.00036; 0.00874; 0.03007; 0; -0.01069; 0.01119; 0; 0.06044; 1E-05; 1E-05; -0.00729; 0.00729; 0; 0.00422; 5E-05; 5E-05; 0.019; -0.019; 0.0111; 0; -3E-05; -3E-05; 
24.58; 0.13229; 0.13229; 0; 0; 0.06044; -0.00305; -0.00914; 0.00609; 0.01342; 0; 0.00768; 0.00503; 0.00266; 0.01686; 0; 0; 0; 0; 0.06044; 0; 0; 0.01325; -0.01324; 8E-05; 0; 9E-05; 9E-05; 0.00578; -0.00578; 0.01114; 0; -6E-05; -6E-05; 
24.62; 0.13191; 0.12844; 0.00346; 0.00473; 0.05551; -0.00146; -0.01352; 0.01206; 0.0265; 0; 0.00605; 0.00769; -0.00163; 0.00754; 0.00354; 0.00471; -0.00493; 2E-05; 0.06042; 1E-05; 1E-05; 0.02621; -0.0262; 0.00024; 0; 5E-05; 5E-05; -0.00355; 0.00355; 0.01111; 2E-05; -3E-05; -3E-05; 
24.68; 0.13165; 0.12845; 0.0032; 0.0044; 0.05584; -0.00049; -0.0135; 0.01302; 0.0288; 0; 0.00508; 0.00766; -0.00258; 0.00545; 0.00569; 0.00436; -0.00456; 4E-05; 0.0604; 0; 0; 0.0283; -0.02829; 0.00049; 0; 0; 0; -0.00561; 0.00561; 0.01106; 7E-05; 0; 0; 
24.72; 0.13139; 0.12845; 0.00295; 0.00406; 0.05619; 0.00042; -0.01349; 0.01391; 0.03092; 0; 0.0042; 0.00764; -0.00344; 0.00355; 0.00759; 0.00401; -0.00419; 6E-05; 0.06038; 0; 0; 0.03024; -0.03023; 0.00068; 0; 0; 0; -0.00747; 0.00747; 0.01102; 0.00012; 0; 0; 
24.76; 0.13113; 0.12845; 0.00269; 0.00373; 0.05654; 0.00126; -0.01347; 0.01473; 0.03291; 0; 0.00343; 0.00762; -0.00419; 0.00185; 0.00929; 0.00366; -0.00382; 7E-05; 0.06037; 0; 0; 0.03204; -0.03202; 0.00087; 0; 0; 0; -0.00912; 0.00912; 0.01096; 0.00017; 0; 0; 
24.8; 0.13075; 0.12845; 0.0023; 0.00321; 0.05708; 0.0024; -0.01346; 0.01586; 0.03556; 0; 0.00243; 0.0076; -0.00517; 0; 0.01147; 0.00313; -0.00328; 8E-05; 0.06035; 0; 0; 0.03448; -0.03446; 0.00108; 0; 0; 0; -0.01123; 0.01123; 0; 0.00024; 0; 0; 
24.86; 0.13049; 0.12845; 0.00205; 0.00288; 0.05742; 0.00308; -0.01345; 0.01653; 0.03736; 0; 0.00187; 0.00758; -0.00571; 0; 0.01278; 0.00278; -0.00291; 0.0001; 0.06034; 0; 0; 0.03595; -0.03594; 0.0014; 0; 0; 0; -0.01242; 0.01242; 0; 0.00035; 0; 0; 
24.9; 0.13024; 0.12844; 0.00179; 0.00254; 0.05778; 0.00372; -0.01345; 0.01716; 0.03894; 0; 0.00138; 0.00758; -0.00619; 0; 0.0139; 0.00244; -0.00255; 0.00011; 0.06033; 0; 0; 0.03731; -0.0373; 0.00163; 0; 0; 0; -0.01347; 0.01347; 0; 0.00043; 0; 0; 
24.94; 0.12998; 0.12844; 0.00154; 0.0022; 0.05813; 0.0043; -0.01344; 0.01774; 0.04044; 0; 0.00096; 0.00757; -0.00661; 0; 0.0149; 0.00209; -0.00218; 0.00012; 0.06032; 0; 0; 0.03858; -0.03856; 0.00186; 0; 0; 0; -0.01438; 0.01437; 0; 0.00052; 0; 0; 
24.98; 0.12959; 0.12844; 0.00115; 0.00169; 0.05867; 0.0051; -0.01344; 0.01854; 0.04241; 0; 0.00043; 0.00756; -0.00714; 0; 0.01613; 0.00157; -0.00164; 0.00012; 0.06031; 0; 0; 0.0403; -0.04029; 0.00211; 0; 0; 0; -0.01552; 0.01551; 0; 0.00061; 0; 0; 
25.04; 0.12934; 0.12844; 0.0009; 0.00135; 0.05902; 0.00558; -0.01344; 0.01902; 0.04384; 0; 0.00013; 0.00756; -0.00743; 0; 0.01691; 0.00122; -0.00128; 0.00013; 0.0603; 0; 0; 0.04136; -0.04134; 0.00248; 0; 0; 0; -0.01615; 0.01615; 0; 0.00076; 0; 0; 
25.08; 0.12908; 0.12844; 0.00064; 0.00101; 0.05938; 0.00603; -0.01344; 0.01947; 0.04508; 0; -0.00012; 0.00756; -0.00768; 0; 0.01755; 0.00088; -0.00092; 0.00013; 0.0603; 0; 0; 0.04234; -0.04232; 0.00274; 0; 0; 0; -0.01669; 0.01669; 0; 0.00086; 0; 0; 
25.12; 0.12882; 0.12843; 0.00039; 0.00066; 0.05974; 0.00646; -0.01344; 0.0199; 0.04627; 0; -0.00033; 0.00756; -0.00789; 0; 0.01812; 0.00053; -0.00055; 0.00013; 0.0603; 0; 0; 0.04327; -0.04325; 0.003; 0; 0; 0; -0.01716; 0.01716; 0; 0.00096; 0; 0; 
25.18; 0.12844; 0.12844; 0; 0.00013; 0.0603; 0.00705; -0.01345; 0.02049; 0.04796; 0; -0.00059; 0.00757; -0.00816; 0; 0.01886; 0; 0; 0.00013; 0.0603; 0; 0; 0.04456; -0.04454; 0.0034; 0; 0; 0; -0.01774; 0.01774; 0; 0.00113; 0; 0; 
25.22; 0.12818; 0.12843; -0.00025; 0; 0.06065; 0.00741; -0.01345; 0.02086; 0.04904; 0; -0.00074; 0.00757; -0.00831; 0; 0.01929; -0.00033; 0.00035; 0; 0.0603; 0; 0; 0.04537; -0.04535; 0.00367; 0; 0; 0; -0.01806; 0.01806; 0; 0.00123; 0; 0; 
25.26; 0.12792; 0.12842; -0.0005; 0; 0.06101; 0.00776; -0.01346; 0.02122; 0.05009; 0; -0.00086; 0.00757; -0.00843; 0; 0.01968; -0.00068; 0.00071; 0; 0.0603; 0; 0; 0.04613; -0.04611; 0.00395; 0; 0; 0; -0.01834; 0.01833; 0; 0.00134; 0; 0; 
25.3; 0.12767; 0.12842; -0.00075; 0; 0.06138; 0.00807; -0.01346; 0.02153; 0.05105; 0; -0.00093; 0.00758; -0.00851; 0; 0.01995; -0.00102; 0.00107; 0; 0.06031; 0; 0; 0.04682; -0.0468; 0.00424; 0; 0; 0; -0.01849; 0.01849; 0; 0.00146; 0; 0; 
25.36; 0.12728; 0.12842; -0.00113; 0; 0.06193; 0.00857; -0.01347; 0.02204; 0.05259; 0; -0.00109; 0.00759; -0.00868; 0; 0.0205; -0.00154; 0.00161; 0; 0.06031; 0; 0; 0.04792; -0.0479; 0.00467; 0; 0; 0; -0.01887; 0.01887; 0; 0.00163; 0; 0; 
25.4; 0.12703; 0.12841; -0.00139; 0; 0.0623; 0.00887; -0.01348; 0.02235; 0.05356; 0; -0.00117; 0.00759; -0.00876; 0; 0.02079; -0.00189; 0.00197; 0; 0.06032; 0; 0; 0.04859; -0.04857; 0.00496; 0; 0; 0; -0.01905; 0.01905; 0; 0.00174; 0; 0; 
25.44; 0.12677; 0.12652; 0.00026; 0.00035; 0.05996; 0.00928; -0.01186; 0.02114; 0.05118; 0; -0.00123; 0.0076; -0.00883; 0; 0.02106; 0.00035; -0.00036; 0; 0.06032; 0; 0; 0.04596; -0.04594; 0.00524; 0; -2E-05; -2E-05; -0.01921; 0.0192; 0; 0.00186; 0; 0; 
25.48; 0.1264; 0.12364; 0.00275; 0.00377; 0.05639; 0.00998; -0.00829; 0.01827; 0.04517; 0; -0.00133; 0.00761; -0.00894; 0; 0.0214; 0.00374; -0.00392; 2E-05; 0.06031; 0; 1E-05; 0.03973; -0.03971; 0.00548; 0; -4E-05; -4E-05; -0.01943; 0.01943; 0; 0.00198; 0; 0; 
25.54; 0.12615; 0.12169; 0.00446; 0.00612; 0.05392; 0.01001; -0.00441; 0.01441; 0.03708; 0; -0.00138; 0.00762; -0.009; 0; 0.02172; 0.00607; -0.00635; 5E-05; 0.06027; 0; 0; 0.03134; -0.03133; 0.00576; 0; -3E-05; -3E-05; -0.01957; 0.01957; 0; 0.00215; 0; 0; 
25.58; 0.12591; 0.12071; 0.0052; 0.00715; 0.05284; 0.00971; -0.00248; 0.01219; 0.03242; 0; -0.00144; 0.00762; -0.00906; 0; 0.02197; 0.00707; -0.0074; 8E-05; 0.06024; 0; 0; 0.02651; -0.0265; 0.00592; 0; -2E-05; -2E-05; -0.0197; 0.0197; 0; 0.00227; 0; 0; 
25.62; 0.12567; 0.12071; 0.00496; 0.00685; 0.05315; 0.00943; -0.00249; 0.01192; 0.032; 0; -0.00149; 0.00763; -0.00912; 0; 0.02223; 0.00674; -0.00706; 0.0001; 0.06021; 0; 0; 0.02592; -0.02591; 0.00608; 0; 0; 0; -0.01984; 0.01983; 0; 0.00239; 0; 0; 
25.66; 0.12531; 0.12071; 0.0046; 0.00638; 0.05364; 0.00903; -0.00252; 0.01155; 0.03134; 0; -0.00158; 0.00764; -0.00922; 0; 0.02255; 0.00626; -0.00655; 0.00013; 0.06019; 0; 0; 0.02511; -0.0251; 0.00623; 0; 0; 0; -0.02004; 0.02004; 0; 0.00251; 0; 0; 
25.72; 0.12507; 0.1207; 0.00436; 0.00609; 0.05394; 0.00879; -0.00253; 0.01132; 0.03108; 0; -0.00163; 0.00765; -0.00928; 0; 0.02287; 0.00593; -0.00621; 0.00016; 0.06015; 0; 0; 0.02462; -0.02461; 0.00645; 0; 0; 0; -0.02017; 0.02017; 0; 0.00269; 0; 0; 
25.76; 0.12483; 0.1207; 0.00413; 0.00579; 0.05425; 0.00858; -0.00254; 0.01112; 0.03078; 0; -0.00169; 0.00765; -0.00934; 0; 0.02313; 0.00561; -0.00587; 0.00018; 0.06013; 0; 0; 0.02418; -0.02417; 0.0066; 0; 0; 0; -0.02031; 0.02031; 0; 0.00282; 0; 0; 
25.8; 0.12458; 0.1207; 0.00389; 0.00549; 0.05457; 0.00838; -0.00255; 0.01094; 0.03053; 0; -0.00175; 0.00766; -0.00941; 0; 0.02339; 0.00529; -0.00553; 0.0002; 0.0601; 0; 0; 0.02379; -0.02378; 0.00674; 0; 0; 0; -0.02045; 0.02045; 0; 0.00294; 0; 0; 
25.84; 0.12422; 0.12069; 0.00353; 0.00502; 0.05506; 0.00813; -0.00257; 0.01071; 0.03016; 0; -0.00184; 0.00767; -0.00951; 0; 0.02373; 0.0048; -0.00502; 0.00022; 0.06008; 0; 0; 0.02328; -0.02327; 0.00689; 0; 0; 0; -0.02067; 0.02067; 0; 0.00307; 0; 0; 
25.9; 0.12398; 0.12069; 0.00329; 0.00472; 0.05537; 0.00799; -0.00258; 0.01057; 0.03008; 0; -0.0019; 0.00767; -0.00958; 0; 0.02408; 0.00448; -0.00468; 0.00024; 0.06006; 0; 0; 0.02299; -0.02298; 0.00709; 0; 0; 0; -0.02082; 0.02082; 0; 0.00325; 0; 0; 
25.94; 0.12374; 0.12069; 0.00305; 0.00441; 0.05569; 0.00787; -0.00259; 0.01046; 0.02997; 0; -0.00197; 0.00768; -0.00966; 0; 0.02437; 0.00415; -0.00434; 0.00026; 0.06004; 0; 0; 0.02274; -0.02273; 0.00723; 0; 0; 0; -0.02099; 0.02099; 0; 0.00338; 0; 0; 
25.98; 0.1235; 0.12068; 0.00281; 0.0041; 0.05602; 0.00776; -0.0026; 0.01036; 0.02989; 0; -0.00205; 0.00769; -0.00974; 0; 0.02468; 0.00383; -0.004; 0.00027; 0.06002; 0; 0; 0.02253; -0.02252; 0.00737; 0; 0; 0; -0.02117; 0.02117; 0; 0.00351; 0; 0; 
26.04; 0.12314; 0.12068; 0.00246; 0.00363; 0.05651; 0.00763; -0.00261; 0.01024; 0.02984; 0; -0.00217; 0.0077; -0.00987; 0; 0.02516; 0.00334; -0.0035; 0.00029; 0.06; 0; 0; 0.02227; -0.02226; 0.00757; 0; 0; 0; -0.02146; 0.02146; 0; 0.0037; 0; 0; 
26.08; 0.1229; 0.12068; 0.00222; 0.00332; 0.05683; 0.00756; -0.00262; 0.01018; 0.02984; 0; -0.00226; 0.0077; -0.00997; 0; 0.0255; 0.00302; -0.00316; 0.0003; 0.05999; 0; 0; 0.02214; -0.02213; 0.0077; 0; 0; 0; -0.02167; 0.02166; 0; 0.00383; 0; 0; 
26.12; 0.12265; 0.12067; 0.00198; 0.00301; 0.05716; 0.00751; -0.00263; 0.01014; 0.02987; 0; -0.00236; 0.00771; -0.01007; 0; 0.02585; 0.00269; -0.00282; 0.00031; 0.05998; 0; 0; 0.02204; -0.02203; 0.00783; 0; 0; 0; -0.02189; 0.02188; 0; 0.00397; 0; 0; 
26.16; 0.12241; 0.12067; 0.00174; 0.00269; 0.05749; 0.00743; -0.00264; 0.01007; 0.02986; 0; -0.00243; 0.00771; -0.01014; 0; 0.02614; 0.00237; -0.00248; 0.00032; 0.05997; 0; 0; 0.0219; -0.02189; 0.00797; 0; 0; 0; -0.02204; 0.02204; 0; 0.0041; 0; 0; 
26.22; 0.12205; 0.12067; 0.00138; 0.00222; 0.05799; 0.00742; -0.00265; 0.01007; 0.03006; 0; -0.00263; 0.00772; -0.01034; 0; 0.02679; 0.00188; -0.00197; 0.00033; 0.05996; 0; 0; 0.02189; -0.02188; 0.00817; 0; 0; 0; -0.02249; 0.02249; 0; 0.0043; 0; 0; 
26.26; 0.12181; 0.12066; 0.00114; 0.0019; 0.05832; 0.00741; -0.00265; 0.01006; 0.03017; 0; -0.00274; 0.00772; -0.01046; 0; 0.02719; 0.00156; -0.00163; 0.00034; 0.05995; 0; 0; 0.02188; -0.02187; 0.0083; 0; 0; 0; -0.02275; 0.02275; 0; 0.00444; 0; 0; 
26.3; 0.12157; 0.12066; 0.00091; 0.00158; 0.05866; 0.00741; -0.00266; 0.01006; 0.03031; 0; -0.00286; 0.00773; -0.01059; 0; 0.0276; 0.00123; -0.00129; 0.00034; 0.05995; 0; 0; 0.02188; -0.02187; 0.00843; 0; 0; 0; -0.02302; 0.02302; 0; 0.00458; 0; 0; 
26.34; 0.12121; 0.12066; 0.00055; 0.00109; 0.05916; 0.00742; -0.00266; 0.01008; 0.03048; 0; -0.00306; 0.00773; -0.01079; 0; 0.02817; 0.00075; -0.00078; 0.00035; 0.05994; 0; 0; 0.02192; -0.02191; 0.00856; 0; 0; 0; -0.02346; 0.02345; 0; 0.00472; 0; 0; 
26.4; 0.12097; 0.12066; 0.00031; 0.00077; 0.0595; 0.00743; -0.00267; 0.0101; 0.03073; 0; -0.00319; 0.00774; -0.01093; 0; 0.02869; 0.00042; -0.00044; 0.00035; 0.05994; 0; 0; 0.02197; -0.02196; 0.00876; 0; 0; 0; -0.02376; 0.02376; 0; 0.00493; 0; 0; 
26.44; 0.12072; 0.12072; 0; 0.00035; 0.05994; 0.00746; -0.00267; 0.01013; 0.03093; 0; -0.00333; 0.00774; -0.01107; 0; 0.02915; 0; 0; 0.00035; 0.05994; 0; 0; 0.02203; -0.02203; 0.00889; 0; 0; 0; -0.02407; 0.02407; 0; 0.00508; 0; 0; 
26.48; 0.12048; 0.12065; -0.00017; 0.00012; 0.06018; 0.00749; -0.00268; 0.01017; 0.03114; 0; -0.00348; 0.00774; -0.01122; 0; 0.02962; -0.00023; 0.00024; 0.00035; 0.05994; 0; 0; 0.02211; -0.0221; 0.00903; 0; 0; 0; -0.02439; 0.02439; 0; 0.00523; 0; 0; 
26.52; 0.12012; 0.12065; -0.00053; 0; 0.06069; 0.00755; -0.00268; 0.01024; 0.03142; 0; -0.0037; 0.00775; -0.01145; 0; 0.03027; -0.00071; 0.00075; 0; 0.05994; 0; 0; 0.02226; -0.02225; 0.00916; 0; 0; 0; -0.0249; 0.0249; 0; 0.00538; 0; 0; 
26.58; 0.11988; 0.12064; -0.00076; 0; 0.06104; 0.0076; -0.00269; 0.01029; 0.03173; 0; -0.00386; 0.00775; -0.01161; 0; 0.03085; -0.00104; 0.00109; 0; 0.05995; 0; 0; 0.02236; -0.02235; 0.00936; 0; 0; 0; -0.02524; 0.02524; 0; 0.00561; 0; 0; 
26.62; 0.11964; 0.12064; -0.001; 0; 0.06138; 0.00765; -0.00269; 0.01034; 0.03198; 0; -0.00402; 0.00776; -0.01178; 0; 0.03136; -0.00136; 0.00143; 0; 0.05996; 0; 0; 0.02248; -0.02248; 0.0095; 0; 0; 0; -0.0256; 0.0256; 0; 0.00576; 0; 0; 
26.66; 0.1194; 0.12064; -0.00124; 0; 0.06173; 0.0077; -0.0027; 0.0104; 0.03225; 0; -0.00419; 0.00776; -0.01195; 0; 0.03188; -0.00169; 0.00177; 0; 0.05996; 0; 0; 0.02261; -0.02261; 0.00964; 0; 0; 0; -0.02597; 0.02597; 0; 0.00592; 0; 0; 
26.7; 0.11904; 0.12063; -0.0016; 0; 0.06225; 0.0078; -0.0027; 0.0105; 0.0326; 0; -0.00444; 0.00776; -0.01221; 0; 0.03261; -0.00217; 0.00228; 0; 0.05997; 0; 0; 0.02282; -0.02281; 0.00977; 0; 0; 0; -0.02654; 0.02653; 0; 0.00608; 0; 0; 
